story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
TA-043,tasks-automation,Triage read/archive/dismiss,Operator,"As a user I mark a task read, archive it, or dismiss it (per-actor triage).",POST triage updates per-actor triage state; returns triage state.,"Web inbox actions; `POST /api/tasks/:id/triage/{read,archive,dismiss}`","`tasks.go:1057-1091,1631-1660`; routes `httpapi:297-299`; qa/evidence/batch-009-observe-scheduler/ta-043.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP triage read/archive/dismiss endpoints returned actor-scoped triage state. Browser/web affordance coverage remains blocked where applicable.
TA-044,tasks-automation,Scheduler status,Operator,As a user I view scheduler pause state + queue pressure.,"GET returns paused flag, paused_by/at/reason, active claims, queued, paused tasks, starved, needs-attention counts.",Web Dashboard; `GET /api/scheduler`; CLI `scheduler status`,"`scheduler.go:89-106,247-261`; CLI `scheduler.go:58-78`; qa/evidence/batch-009-observe-scheduler/ta-044.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI scheduler status returned pause state and queue pressure. Browser/web affordance coverage remains blocked where applicable.
TA-045,tasks-automation,Scheduler backlog,Operator,"As a user I list queued runs visible to dispatch, pause-aware.",GET backlog returns runs with effective-pause flags + total.,`GET /api/scheduler/backlog`; CLI `scheduler backlog`,`scheduler.go:219-289`; CLI `scheduler.go:170-178`; qa/evidence/batch-009-observe-scheduler/ta-045.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI scheduler backlog returned bounded workspace backlog. Browser/web affordance coverage remains blocked where applicable.
TA-046,tasks-automation,Pause scheduler,Operator,As a user I pause new dispatch globally with a reason.,POST pause sets global pause; returns status.,Web Dashboard pause; `POST /api/scheduler/pause`; CLI `scheduler pause`,`scheduler.go:108-138`; CLI `scheduler.go:78-101`; qa/evidence/batch-009-observe-scheduler/ta-046.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI scheduler pause set paused=true and cleanup resume restored paused=false. Browser/web affordance coverage remains blocked where applicable.
TA-047,tasks-automation,Resume scheduler,Operator,As a user I resume scheduler dispatch.,POST resume clears global pause; returns status.,Web Dashboard resume; `POST /api/scheduler/resume`; CLI `scheduler resume`,`scheduler.go:140-170`; CLI `scheduler.go:103-126`; qa/evidence/batch-009-observe-scheduler/ta-047.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI scheduler resume restored dispatch after pause. Browser/web affordance coverage remains blocked where applicable.
TA-048,tasks-automation,Drain scheduler,Operator,As a user I pause dispatch and wait for active claims to finish.,POST drain pauses + waits up to timeout_seconds (non-negative); returns completed/timed_out + remaining claims.,Web Dashboard drain; `POST /api/scheduler/drain`; CLI `scheduler drain`,"`scheduler.go:172-217,263-273`; CLI `scheduler.go:128-168`; qa/evidence/batch-009-observe-scheduler/ta-048.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI scheduler drain paused dispatch with zero-timeout result and cleanup resume restored paused=false. Browser/web affordance coverage remains blocked where applicable.
TA-049,tasks-automation,Agent claim-next (long-poll),Agent,"As an agent I claim the next eligible run, optionally long-polling.","POST claim-next returns claim (200) with redacted lease, 204 when empty (no wait), or blocks then re-polls when `wait`; honors workspace/capability/priority criteria.",`POST (uds) /agent/tasks/claim-next`; `POST /api/agent/tasks/...`; agent SDK,"`agent_tasks.go:31-111,333-381`; routes `uds:174`; qa/evidence/batch-010-agent-task-leases/ta-049.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,CLI and HTTP claim paths passed with matching run coordination channels; empty no-wait HTTP claim returned 204; outputs exposed claim_token_hash only and no raw agh_claim_ token. Long-poll blocking branch was not separately timed because immediate and empty paths covered dispatch eligibility semantics.
TA-050,tasks-automation,Agent heartbeat lease,Agent,As an agent I extend my run lease.,POST heartbeat with lease_seconds extends lease; bounded by `MaxRunLeaseDuration`.,`POST /agent/tasks/:run_id/heartbeat`,"`agent_tasks.go:145-183,432-447`; routes `httpapi:152`; qa/evidence/batch-010-agent-task-leases/ta-050.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,CLI and HTTP heartbeat extended active leases; HTTP over-max lease_seconds returned 422; outputs exposed only redacted lease fields and no raw agh_claim_ token.
TA-051,tasks-automation,Agent complete/fail/release lease,Agent,As an agent I complete/fail/release my claimed run via lease + token.,"POST verifies active lease for session, then transitions run; release returns to queue.","`POST /agent/tasks/:run_id/{complete,fail,release}`","`agent_tasks.go:185-298,300-331`; routes `httpapi:153-155`; qa/evidence/batch-010-agent-task-leases/ta-051.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"HTTP complete, CLI session-bound fail, HTTP release plus fresh reclaim, and wrong-session denial passed. CLI `task release` is operator force-release, so session-bound release is covered by the direct agent HTTP endpoint."
TA-052,tasks-automation,Manage automation job,Operator/Agent,As a user I create/list/get/update/delete a dynamic automation job.,CRUD on jobs; create (201) requires name/agent/prompt/schedule; list enriched with scheduler state + next run; dynamic jobs fully mutable.,Web `/jobs`; `*/automation/jobs*`; CLI `automation jobs`,`automation.go:35-224`; routes `httpapi:245-252`; `jobs.tsx`; CLI `automation.go:110`; qa/evidence/batch-011-automation-crud-webhooks/ta-052.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"HTTP and UDS-backed CLI job CRUD passed: create/list/get/update/delete, scheduler-enriched list/get, CLI `--enabled=false`, and deleted-get 404. Browser/web affordance coverage remains blocked where applicable."
TA-053,tasks-automation,Trigger job now,Operator,As a user I force an immediate manual run of a job.,POST trigger returns the started run.,Web job detail; `POST /api/automation/jobs/:id/trigger`; CLI `automation jobs trigger`,`automation.go:226-239`; route `httpapi:251`; CLI `automation.go:381`; qa/evidence/batch-011-automation-crud-webhooks/ta-053.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP trigger and UDS-backed CLI `automation jobs trigger` returned automation runs. CLI trigger used an HTTP-created task-backed job so the CLI behavior was isolated from provider prompt fixtures.
TA-054,tasks-automation,Job run history,Operator,As a user I view run history for a job.,GET returns runs filtered to the job.,Web job detail run history; `GET /api/automation/jobs/:id/runs`; CLI `automation runs`,`automation.go:241-268`; `automation-run-history.tsx`; CLI `automation.go:765`; qa/evidence/batch-011-automation-crud-webhooks/ta-054.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP job-specific run history and UDS-backed CLI `automation jobs history` contained the manual trigger runs.
TA-055,tasks-automation,Job schedule modes,Operator,"As a user I schedule a job by cron, interval (`every`), or at-time with catch-up.",Cron expression or Go-duration interval drives next-run; catch-up policy handles missed intervals.,Web job-form cron-builder/interval/schedule-at; job `schedule` field,"`automation/types.go:34-74`; `schedule.go:505-516,888-909`; `web/.../job-form/cron-builder.tsx`; qa/evidence/batch-011-automation-crud-webhooks/ta-055.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"Cron, every, and at schedule creation passed; scheduler state exposed next-run/catch-up data; invalid HTTP cron and CLI `every:0s` were rejected."
TA-056,tasks-automation,Manage automation trigger,Operator/Agent,As a user I create/list/get/update/delete a dynamic event/webhook trigger.,CRUD on triggers; create (201) with event + optional filter; dynamic triggers fully mutable.,Web `/triggers`; `*/automation/triggers*`; CLI `automation triggers`,`automation.go:270-425`; routes `httpapi:255-260`; `triggers.tsx`; CLI `automation.go:448`; qa/evidence/batch-011-automation-crud-webhooks/ta-056.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,HTTP and UDS-backed CLI trigger CRUD passed: create/list/get/update/delete with event/filter/enabled mutations and deleted-get 404. Browser/web affordance coverage remains blocked where applicable.
TA-057,tasks-automation,Trigger events + filters,Operator,As a user I fire a trigger on session.created/session.stopped/webhook with filters.,Trigger event must be a known event; filters narrow matches; webhook triggers require webhook_id + endpoint_slug + secret.,Web trigger-form event-catalog + filter rows; trigger `event`/`filter`/`webhook_*`,"`automation/trigger.go:25-79,108-139`; `automation.go:910-941,999-1016`; `web/.../trigger-form/`; qa/evidence/batch-011-automation-crud-webhooks/ta-057.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"Filtered session.created, session.stopped, and webhook triggers fired or filtered as expected. Non-webhook update cleared webhook_id, endpoint_slug, and secret-present fields. Trigger prompts used `hello alpha` to match the acpmock fixture."
TA-058,tasks-automation,Trigger run history,Operator,As a user I view run history for a trigger.,GET returns runs filtered to the trigger.,Web trigger detail; `GET /api/automation/triggers/:id/runs`; CLI,`automation.go:427-454`; route `httpapi:260`; qa/evidence/batch-011-automation-crud-webhooks/ta-058.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"HTTP and UDS-backed CLI trigger histories contained the fired session-created, session-stopped, and webhook trigger runs."
TA-059,tasks-automation,List/get automation runs,Operator,As a user I browse all automation runs and view one.,GET list filters by job_id/trigger_id/status/since/until/limit; GET one by id.,"`GET /api/automation/runs`, `/runs/:id`; CLI `automation runs`","`automation.go:456-490,664-693`; routes `httpapi:263-264`; qa/evidence/batch-011-automation-crud-webhooks/ta-059.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,"HTTP run list/get passed with job_id, trigger_id, status, since, until, and limit filters; UDS-backed CLI `automation runs` list/get passed for a manual job run."
TA-060,tasks-automation,Webhook delivery (HMAC),External system,As an external system I deliver a signed webhook that fires a workspace/global trigger.,"POST requires timestamp + sha256 HMAC signature + delivery-id headers; enforces 1 MiB cap, freshness window, replay rejection; returns delivery result.","`POST /api/webhooks/global/:endpoint`, `/webhooks/workspaces/:workspace_id/:endpoint`","`automation.go:21-33,492-520,695-769`; `trigger.go:58-74`; routes `httpapi:523-525`; qa/evidence/batch-011-automation-crud-webhooks/ta-060.json; qa/evidence/batch-011-automation-crud-webhooks/ta-060-global.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI/API QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,Signed workspace and global webhook delivery passed. Replay returned 409; bad signature and stale timestamp returned 401; nonmatching filter returned matched=0; oversized payload returned 413; response evidence did not expose webhook secret values.
